prediction_raw,actual_return,signal,overflow,pnl,cumulative_pnl
-9.711808362267756e-07,-9.999999999940612e-08,-1.0,False,9.999999999940612e-08,-5.8999999999996555e-06
-9.73033903232873e-07,0.0,-1.0,False,-0.0,-5.8999999999996555e-06
-8.426243126787796e-07,-9.999999999940612e-08,-1.0,False,9.999999999940612e-08,-5.800000000000249e-06
-9.802145378814996e-07,0.0,-1.0,False,-0.0,-5.800000000000249e-06
-6.481101853825099e-07,0.0,-1.0,False,-0.0,-5.800000000000249e-06
-5.896806663465063e-07,0.0,-1.0,False,-0.0,-5.800000000000249e-06
-5.638535449490259e-07,9.999999999940612e-08,-1.0,False,-9.999999999940612e-08,-5.8999999999996555e-06
-4.279426617205815e-07,0.0,-1.0,False,-0.0,-5.8999999999996555e-06
-5.143419108798653e-07,0.0,-1.0,False,-0.0,-5.8999999999996555e-06
-4.2122529382347897e-07,0.0,-1.0,False,-0.0,-5.8999999999996555e-06
4.0651657446258215e-08,0.0,1.0,False,0.0,-5.8999999999996555e-06
-5.6171093622322604e-08,0.0,-1.0,False,-0.0,-5.8999999999996555e-06
1.5449946163335742e-07,0.0,1.0,False,0.0,-5.8999999999996555e-06
1.0776742807334264e-07,0.0,1.0,False,0.0,-5.8999999999996555e-06
2.746592753099754e-07,0.0,1.0,False,0.0,-5.8999999999996555e-06
3.481449637705191e-07,0.0,1.0,False,0.0,-5.8999999999996555e-06
5.597420525292477e-07,0.0,1.0,False,0.0,-5.8999999999996555e-06
7.195111734611941e-07,0.0,1.0,False,0.0,-5.8999999999996555e-06
8.608654410200493e-07,0.0,1.0,False,0.0,-5.8999999999996555e-06
1.1668531304018562e-06,0.0,1.0,False,0.0,-5.8999999999996555e-06
1.2424814275881998e-06,0.0,1.0,False,0.0,-5.8999999999996555e-06
1.3318919106323916e-06,0.0,1.0,False,0.0,-5.8999999999996555e-06
1.3738754599892823e-06,0.0,1.0,False,0.0,-5.8999999999996555e-06
1.4306835453949508e-06,5.999999999999062e-07,1.0,False,5.999999999999062e-07,-5.299999999999749e-06
1.70574817911251e-06,0.0,1.0,False,0.0,-5.299999999999749e-06
1.7063851708958558e-06,0.0,1.0,False,0.0,-5.299999999999749e-06
1.8974827058996338e-06,0.0,0.0,True,0.0,-5.299999999999749e-06
1.8205225168026577e-06,0.0,1.0,False,0.0,-5.299999999999749e-06
1.7051690956731045e-06,0.0,1.0,False,0.0,-5.299999999999749e-06
1.591089658110243e-06,0.0,1.0,False,0.0,-5.299999999999749e-06
1.2801797594934905e-06,-6.999999999993123e-07,1.0,False,-6.999999999993123e-07,-5.999999999999062e-06
1.1747286651777694e-06,0.0,1.0,False,0.0,-5.999999999999062e-06
8.61270799427633e-07,-1.0000000000114084e-07,1.0,False,-1.0000000000114084e-07,-6.1000000000002025e-06
3.498822140887352e-07,-2.999999999999531e-07,1.0,False,-2.999999999999531e-07,-6.4000000000001556e-06
1.7864724105656208e-07,0.0,1.0,False,0.0,-6.4000000000001556e-06
5.1654242794960576e-08,0.0,1.0,False,0.0,-6.4000000000001556e-06
-5.015441668690063e-07,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-6.827393750589521e-07,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-7.159208561368808e-07,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-7.295872253068479e-07,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-8.475465219137254e-07,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.0931937169094909e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.111608570282582e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.0263674880021092e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.0976526593929123e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.390610971388098e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.6307568737095121e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.7478475451572815e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.376539243810547e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.494672265449246e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.6154111625652694e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.7225995071992067e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.6396747586763552e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.5487007503457687e-06,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-1.3420258708219858e-06,-2.0000000000054696e-07,-1.0,False,2.0000000000054696e-07,-6.199999999999609e-06
-1.2172912979740653e-06,-1.9999999999881224e-07,-1.0,False,1.9999999999881224e-07,-6.000000000000796e-06
-1.225108924406038e-06,-1.0000000000114084e-07,-1.0,False,1.0000000000114084e-07,-5.8999999999996555e-06
-1.2109213801406062e-06,-9.999999999940612e-08,-1.0,False,9.999999999940612e-08,-5.800000000000249e-06
-8.089795648493266e-07,-9.999999999940612e-08,-1.0,False,9.999999999940612e-08,-5.700000000000843e-06
-7.613789061302036e-07,-1.0000000000114084e-07,-1.0,False,1.0000000000114084e-07,-5.5999999999997024e-06
-6.815232998362008e-07,0.0,-1.0,False,-0.0,-5.5999999999997024e-06
-6.509476942355963e-07,0.0,-1.0,False,-0.0,-5.5999999999997024e-06
-3.5364625644487024e-07,-9.999999999940612e-08,-1.0,False,9.999999999940612e-08,-5.500000000000296e-06
-1.822375583808755e-07,-2.999999999999531e-07,-1.0,False,2.999999999999531e-07,-5.200000000000343e-06
-4.024629903867444e-08,0.0,-1.0,False,-0.0,-5.200000000000343e-06
3.254448929458278e-08,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-5.299999999999749e-06
3.4745006364323257e-08,0.0,1.0,False,0.0,-5.299999999999749e-06
1.2403967272063402e-07,-1.0000000000114084e-07,1.0,False,-1.0000000000114084e-07,-5.40000000000089e-06
3.841639537015342e-07,0.0,1.0,False,0.0,-5.40000000000089e-06
5.607264943762368e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-5.500000000000296e-06
4.0726938293380914e-07,0.0,1.0,False,0.0,-5.500000000000296e-06
5.889857662192198e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-5.5999999999997024e-06
4.624560347091426e-07,-1.0000000000114084e-07,1.0,False,-1.0000000000114084e-07,-5.700000000000843e-06
4.829555884640933e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-5.800000000000249e-06
4.4815267375582953e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-5.8999999999996555e-06
3.8329532854242607e-07,0.0,1.0,False,0.0,-5.8999999999996555e-06
3.202331419911794e-07,-1.0000000000114084e-07,1.0,False,-1.0000000000114084e-07,-6.000000000000796e-06
5.697601960309609e-07,0.0,1.0,False,0.0,-6.000000000000796e-06
3.37605645173341e-07,0.0,1.0,False,0.0,-6.000000000000796e-06
3.9476118064265275e-07,0.0,1.0,False,0.0,-6.000000000000796e-06
2.8682002753748853e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-6.1000000000002025e-06
3.552097817312648e-07,0.0,1.0,False,0.0,-6.1000000000002025e-06
4.064007577747011e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-6.199999999999609e-06
3.1809053326537943e-07,-1.0000000000114084e-07,1.0,False,-1.0000000000114084e-07,-6.3000000000007494e-06
